merchant_slug,merchant_name,merchant_sku,product_name,category,description,price_kzt,size,color,material,stock_quantity,image_url,active,source_availability,source_url,source_checked_at,data_mode
detmir-kz,Детский мир Казахстан,B26CH2SCB2001L1TB00-152,Классическая белая рубашка Chessford,school_shirt,Белая школьная рубашка с длинным рукавом и нагрудным карманом.,3599,152,белый,"55% хлопок, 45% полиэстер",12,,true,public_product_page,https://detmir.kz/product/index/id/7065128/,2026-07-30,demo_reference
detmir-kz,Детский мир Казахстан,CHESS-WHITE-CLASSIC-146,Белая школьная рубашка Chessford Classic,school_shirt,Демо-нормализация позиции из публичной категории школьных рубашек.,7499,146,белый,хлопковая смесь,9,,true,category_snapshot,https://detmir.kz/catalog/index/name/rubashki_school/,2026-07-30,demo_reference
detmir-kz,Детский мир Казахстан,CHESS-WHITE-CLASSIC-152,Белая школьная рубашка Chessford Classic,school_shirt,Демо-вариант роста 152 из публичного размерного ряда.,7499,152,белый,хлопковая смесь,15,,true,category_snapshot,https://detmir.kz/catalog/index/name/rubashki_school/,2026-07-30,demo_reference
detmir-kz,Детский мир Казахстан,CHESS-WHITE-BASIC-152,Белая школьная рубашка Chessford Basic,school_shirt,Базовая белая рубашка для школы.,5999,152,белый,хлопок / полиэстер,13,,true,category_snapshot,https://detmir.kz/catalog/index/name/school_clothes_boys/cvet_f-belyj/,2026-07-30,demo_reference
detmir-kz,Детский мир Казахстан,CHESS-WHITE-SALE-152,Белая рубашка Chessford по акции,school_shirt,Демо-позиция со сниженной ценой из публичной категории.,4799,152,белый,хлопковая смесь,5,,true,category_snapshot,https://detmir.kz/catalog/index/name/school_clothes_boys/fason_oio-svobodnaya/,2026-07-30,demo_reference
detmir-kz,Детский мир Казахстан,CHESS-POLO-WHITE-152,Белое школьное поло Chessford,school_polo,Белое поло для школьной формы.,4999,152,белый,хлопковое пике,16,,true,category_snapshot,https://detmir.kz/catalog/index/name/school_clothes_boys/cvet_f-belyj/,2026-07-30,demo_reference
detmir-kz,Детский мир Казахстан,CHESS-POLO-BASIC-146,Белое школьное поло Chessford Basic,school_polo,Базовое белое поло для школы.,4499,146,белый,хлопковая смесь,18,,true,category_snapshot,https://detmir.kz/catalog/index/name/school_clothes_boys/cvet_f-belyj/,2026-07-30,demo_reference
detmir-kz,Детский мир Казахстан,CHESS-TSHIRT-WHITE-152,Белая школьная футболка Chessford,school_tshirt,Однотонная белая футболка для школьного гардероба.,1399,152,белый,хлопок,22,,true,category_snapshot,https://detmir.kz/catalog/index/name/school_clothes_boys/,2026-07-30,demo_reference
detmir-kz,Детский мир Казахстан,FUTURINO-CHECK-152,Школьная рубашка Futurino School в клетку,school_shirt,Рубашка школьного стиля в клетку.,7499,152,клетка,текстиль,4,,true,category_snapshot,https://detmir.kz/catalog/index/name/rubashki_school/odezhda_print-kletka/,2026-07-30,demo_reference
detmir-kz,Детский мир Казахстан,FUTURINO-CHECK-140-SALE,Рубашка Futurino School в клетку по акции,school_shirt,Акционная позиция размера 140 из публичной категории.,1299,140,клетка,текстиль,2,,true,category_snapshot,https://detmir.kz/catalog/index/name/rubashki_school/odezhda_print-kletka/,2026-07-30,demo_reference
flip-kz,Flip.kz,FLIP-BACKPACK-GRIZZLY-13L,Школьный рюкзак Grizzly 13.5 л,school_backpack,"Рюкзак 544 г из полиэстера, размер около 29×16×38 см.",15511,,разные цвета,полиэстер,7,,true,category_snapshot,https://www.flip.kz/catalog/ryukzak-shkolnyy,2026-07-30,demo_reference
flip-kz,Flip.kz,FLIP-BACKPACK-RAW-11L,Школьный рюкзак Grizzly RAw 11 л,school_backpack,"Рюкзак 764 г, объём 11 л, размер около 26×17×37 см.",33881,,разные цвета,полиэстер,3,,true,category_snapshot,https://www.flip.kz/catalog/ryukzak-shkolnyy,2026-07-30,demo_reference
flip-kz,Flip.kz,FLIP-BACKPACK-15L-BOY,Школьный рюкзак для мальчика 15 л,school_backpack,"Рюкзак 680 г, объём 15 л, размер около 29×17×39 см.",12990,,тёмный,полиэстер,8,,true,category_snapshot,https://www.flip.kz/kk/catalog/shkolnyy-ryukzak-dlya-malchika,2026-07-30,demo_reference
flip-kz,Flip.kz,FLIP-BACKPACK-ORTHO-17L,Ортопедический школьный рюкзак 17 л,school_backpack,"Рюкзак с ортопедической конструкцией, объём 17 л.",10990,,разные цвета,полиэстер,9,,true,category_snapshot,https://www.flip.kz/catalog/ryukzak-shkolnyy,2026-07-30,demo_reference
flip-kz,Flip.kz,FLIP-BACKPACK-STAFF-TRIP,Школьный рюкзак Staff Trip 12 л,school_backpack,"Компактный рюкзак Staff Trip, объём около 12 л.",4326,,разные цвета,полиэстер,15,,true,category_snapshot,https://www.flip.kz/catalog/ryukzak-shkolnyy,2026-07-30,demo_reference
flip-kz,Flip.kz,FLIP-BACKPACK-GIRL-15L,Школьный рюкзак для девочки 15 л,school_backpack,"Лёгкий школьный рюкзак для девочки, объём около 15 л.",8900,,разные цвета,полиэстер,6,,true,category_snapshot,https://www.flip.kz/catalog/ryukzak-shkolnyy,2026-07-30,demo_reference
flip-kz,Flip.kz,4297565,Серый школьный рюкзак Grizzly,school_backpack,"Рюкзак для учащихся начальной и средней школы, размер около 40×25×22 см.",25139,,серый,полиэстер,4,,true,public_product_page,https://www.flip.kz/catalog?prod=4297565,2026-07-30,demo_reference
flip-kz,Flip.kz,2481703,Тетрадь Erich Krause Классика 12 листов,school_notebook,"Тетрадь A5+ в линейку, 12 листов.",232,A5+,синий,бумага 60 г/м²,40,,true,public_product_page,https://www.flip.kz/catalog?prod=2481703,2026-07-30,demo_reference
flip-kz,Flip.kz,2468230,Тетрадь Erich Krause Foxes 18 листов,school_notebook,"Тетрадь A5+ в линейку, 18 листов с мелованной обложкой.",193,A5+,принт Foxes,бумага,35,,true,public_product_page,https://www.flip.kz/catalog?prod=2468230,2026-07-30,demo_reference
flip-kz,Flip.kz,5162494,Комплект школьных тетрадей A5,school_notebook_set,Набор школьных тетрадей формата A5 в зелёной гамме.,2737,A5,зелёный,бумага,12,,true,public_product_page,https://www.flip.kz/catalog?prod=5162494,2026-07-30,demo_reference
marwin-kz,Marwin Kazakhstan,1442416,Рюкзак Grizzly «Котик призрак»,school_backpack,Лёгкий рюкзак объёмом около 10 л для внешкольных занятий.,12000,,чёрный,полиэстер,0,,false,out_of_stock_on_source,https://www.marwin.kz/ryukzaki/rjukzak-shkol-nyj-dlja-devochki-grizzly-kotik-prizrak-chernyj.html,2026-07-30,demo_reference
marwin-kz,Marwin Kazakhstan,1390090,Рюкзак Santoro Be Kind To Each Other,school_backpack,Школьный рюкзак с двумя основными отделениями и карманами.,24500,,принт,текстиль,4,,true,in_stock_on_source_snapshot,https://www.marwin.kz/ryukzaki/rjukzak-santoro-be-kind-to-each-other.html,2026-07-30,demo_reference
marwin-kz,Marwin Kazakhstan,1442421,Рюкзак Grizzly Moon,school_backpack,Молодёжный рюкзак с анатомической спинкой.,19000,,чёрный,полиэстер,0,,false,out_of_stock_on_source,https://www.marwin.kz/ryukzaki/rjukzak-shkol-nyj-dlja-mal-chika-grizzly-moon-chernyj.html,2026-07-30,demo_reference
marwin-kz,Marwin Kazakhstan,1504310,Рюкзак Grizzly «Кеды»,school_backpack,"Рюкзак для школьников ростом от 150 см, объём около 12 л.",22000,,чёрно-салатовый,полиэстер,6,,true,in_stock_on_source_snapshot,https://www.marwin.kz/ryukzaki/rjukzak-shkol-nyj-dlja-mal-chika-grizzly-kedy-cherno-salatovyj-31h42h22-sm.html,2026-07-30,demo_reference
marwin-kz,Marwin Kazakhstan,1504321,Рюкзак Grizzly «Have more fun»,school_backpack,Школьный рюкзак с твёрдым дном и прочной конструкцией.,18000,,чёрно-оранжевый,полиэстер,5,,true,in_stock_on_source_snapshot,https://www.marwin.kz/ryukzaki/rjukzak-shkol-nyj-dlja-mal-chika-grizzly-have-more-fun-cherno-oranzhevyj-25h40h13-sm.html,2026-07-30,demo_reference
marwin-kz,Marwin Kazakhstan,1461265,Рюкзак LEGO Maxi NINJAGO Dragon Power,school_backpack,Эргономичный школьный рюкзак для младшего школьного возраста.,65900,,NINJAGO,текстиль,2,,true,in_stock_on_source_snapshot,https://www.marwin.kz/ryukzaki/rjukzak-shkol-nyj-lego-maxi-ninjago-dragon-power.html,2026-07-30,demo_reference
marwin-kz,Marwin Kazakhstan,1388183,Рюкзак PASO Avengers,school_backpack,"Рюкзак с жёсткой спинкой, объём около 15 л, для 1–5 классов.",19000,,Avengers,полиэстер,5,,true,in_stock_on_source_snapshot,https://www.marwin.kz/ryukzaki/rjukzak-shkol-nyj-paso-avengers-odno-otdelenie-zhestkaja-spinka-36x28x15-sm.html,2026-07-30,demo_reference
marwin-kz,Marwin Kazakhstan,1455968,Школьный рюкзак Seventeen с двумя отделениями,school_backpack,Рюкзак 39×27×16 см с разделителем для книг и карманами.,13000,,коричневый,полиэстер,7,,true,in_stock_on_source_snapshot,https://www.marwin.kz/ryukzaki/rjukzak-shkol-nyj-s-dvumja-otdelenijami-razmer-39x27x16-sm-seventeen.html,2026-07-30,demo_reference
marwin-kz,Marwin Kazakhstan,1282417,Тетрадь Be Smart Nude 120 листов,school_notebook,"Тетрадь A5 на спирали, 120 листов в клетку.",2290,A5,растительный принт,бумага,14,,true,in_stock_on_source_snapshot,https://www.marwin.kz/shkola-kancelyariya-19236/tetradi-dnevniki-i-oblozhki/tetradi-obschie/tetrad-obschaja-be-smart-156h207-mm-120-l-kletka-mjagkij-pereplet-spiral-kollekcija-nude-rastenie.html,2026-07-30,demo_reference
marwin-kz,Marwin Kazakhstan,1436881,Тетрадь Be Smart Forest 120 листов,school_notebook,"Тетрадь на кольцевом механизме, 120 листов в клетку.",3450,A5,Forest / лягушка,бумага / картон,9,,true,in_stock_on_source_snapshot,https://www.marwin.kz/shkola-kancelyariya-19236/tetradi-dnevniki-i-oblozhki/tetradi-obschie/tetrad-obschaja-be-smart-163h212-mm-120-l-kletka-kol-cevoj-mehanizm-karton-kollekcija-forest-ljagushka.html,2026-07-30,demo_reference
